lemma,ojibwe_sentence,english_sentence
dibikad,Ani-dibikad. Waasakonebidoon i'iw waasakonenjigan.,It's getting dark. Turn the lamp on.
dibikad,Onjida go gotaaji awe abinoonjii dibikadinig.,That child is naturally scared of the night.
dibikad,Giwii'-awi-ganawaabamaag ina giin gaa-wii-kagwejiiwaanidiwaad noongom gaa-dibikak.,Are you going to go watch the wrestling tonight?
dibikad,Andawaabandan misan jibwaa-dibikak. Giga-giikajingwaamomin.,Look for some firewood before dark or else we will be cold tonight.
gaawiin,Gaawiin abisii. Megwaa babaamaadizi.,He's not home. He's on travel status.
gaawiin,Gaawiin da-wenipanasinoon.,It's not going to be easy.
gaawiin,Gaawiin niminwendanziin gaa-wiisagang.,I don't like pepper.
gaawiin,Mii gaawiin gijipizosii a'awe gaa-pangisijiged.,The guy who dropped his pants had no belt on.
ombiigizi,Gichi-ombiigizi awe makade-gaagaagi.,That black raven is making a lot of noise.
ombiigizi,Bizaan. Gidoombiigiz.,Quiet. You're too loud.
ombiigizi,Ombiigiziwag igiweg gaagaagiwag noondaagoziwaad.,The ravens make a lot of noise when they caw.
ombiigizi,Gichi-ombiigizi awe megadeshkid.,That guy burping all the time is making a lot of noise.
naawakwe,Gii-ishkwaabiisaamagad gii-naawakweg.,It stopped raining at noon.
naawakwe,John wii-ni-giiwebizo noongom naawakwenig.,John is going to drive home this afternoon.
giiwedin,Giiwedinong ondaanimad wenji-gisinaag.,The wind is from the north -- that's why it's cold.
giiwedin,Agawaateyaabikaang izhi-agoke aasaakamig. Mii 'imaa wenji-gikendaman aandi nake giiwedinong.,Moss grows on the shady side of rock. That's where you can learn which way is north.
giiwedin,Giiwedinong ondaanimad wenji-gisinaag.,The wind is from the north -- that's why it's cold.
giiwedin,Agawaateyaabikaang izhi-agoke aasaakamig. Mii 'imaa wenji-gikendaman aandi nake giiwedinong.,Moss grows on the shady side of rock. That's where you can learn which way is north.
ginoozhe,Megiskanikewaad onooji'aawaan ginoozhen.,Anglers fish for northerns.
waawaate,Mino-dibikad o'o waawaateg.,It's a nice night for the Northern lights.
ginoozhe,Megiskanikewaad onooji'aawaan ginoozhen.,Anglers fish for northerns.
gaawiin,Gaawiin abisii. Megwaa babaamaadizi.,He's not home. He's on travel status.
gaawiin,Gaawiin da-wenipanasinoon.,It's not going to be easy.
gaawiin,Gaawiin niminwendanziin gaa-wiisagang.,I don't like pepper.
gaawiin,Mii gaawiin gijipizosii a'awe gaa-pangisijiged.,The guy who dropped his pants had no belt on.
agwaakwa-igan,Ogii-onakidoon i'iw agwaakwa'igan.,He put up up the sign.
agwaakwa-igan,Aandakidoon 'iw agwaakwa'igan.,Stick that sign someplace else.
agwaakwa-igan,Waasaanzhe 'iw gaa-o-badakidooyaan agwaakwa'igan.,The sign I erected reflects back.
maaminonendam,Gaawiin gii-maaminonendanzii gii-koopaji'aad iniw odayan.,He didn't realize he was mistreating his horse.
maaminonendam,Mii gii-maaminonendang mashi ashamaasig iniw odayan.,He realized that he hadn't feed his horse yet.
noongom,Aaniish enamanji'od noongom.,How is he feeling today?
noongom,Aapiji goonikaa noongom biboong.,This winter there is a lot of snow.
noongom,Gaawiin gii-saabi-ayaasii a'aw gidayinaan. Noongom idash wewebaanoweni.,Our dog seemed under the weather but today he's wagging his tail.
noongom,Niibowa miinan gii-ayaawan noongom gii-niibing.,There were a lot of blueberries this summer.
noongom,Bijiinaago niibiwa ningii-kaaskizaan wiiyaas. Noongom idash niwii'-nooka'iiwagwe.,Yesterday I smoked a lot of meat. Today I'll make pemmican.
noongom,Eniwek igo babenag indinamanji' noongom. Bijiinaago nawaj ningii'-maanamanji'.,I feel a little better today than I did. Yesterday I felt worse.
gikaawigamig,Nookomis gii'-achigaazo gikaawigamigong; onzaam obwaanawitoon ji-bami'idizod.,My grandmother was put in a retirement home because she isn't able to take care of herself.
bagaan,Anaamakamig dazhigiwag bagaanag.,Peanuts grow under the ground.
bagaan,Nindaanis ogii-tagozwaan bagaanan gii-ozhi'aad bakwezhiganan.,My daughter adds nuts when she makes bread.
debwetaw,Gwayak ina inaadizi ji-debwetawindiban.,Is she honest enough to be trusted?
debwetaw,Gego ganage debwetawaaken aana-wiizhaamik.,Don't ever listen to him if he asks you to go along.
gidiskise,Gii-kidiskise aw zagapiji.. zagapijigan megwaa go naa bimibizoyaang.,The trailer became unhitched as we were driving.
maajinizhikaw,Ogii-maajinizhikawaan iniw bemibatoonid omaa.,He started chasing that person running by here.
maajinizhikaw,Gitigewinini omaajinizhikawaa' obizhikiima'.,The farmer is chasing his cattle (out of the pasture).
bagidin,Niwani-bagidinaag ningiziingwe'onag.,I misplaced my towels.
bagidin,Gaawiin obagidinaasii' oniijaanisa' ji-niibaashkaanid.,She doesn't let her children be out at night.
bagidin,Gego bagidinaaken ji-bagidanaamonotawik.,Don't let him breathe on you.
bagijigan,Odoodaapinaan 'iw bagijigan.,He picked up the offering.
bagijigan,Mii 'iw gii-maada'ookiid iniw bagijiganan.,He distributed the offerings.
ozhibii-igewigamig,Onjikadan gidanokiiwin gidoozhibii'igewigamigong.,Leave your work at your office.
moozhag,Moozhag ingiiwashkwengwash,I'm always having nightmares.
moozhag,Moozhag mawi a'aw biibiiyens. Ganabaj maazhi-ayaa.,The baby is crying all the time. I think it's sick.
moozhag,Moozhag igo niwaabamaa nookomis.,I see my grandmother often.
anishinaabe,Besho omaa daawag igi anishinaabeg.,The Natives live close by.
anishinaabe,Gii-onakiiwag igi anishinaabeg.,The Indians ceded their land.
gete,Ogotaan ji-aazhawishkang iwe gete-aazhoganish.,He's afraid to cross that old bridge.
gete,Ogii-mikomaan iniw ogete-wiiwan.,He talked about his ex-wife.
gete,Gete-anishinaabeg wiidoopandiwag.,The elders are eating together.
gete,Odaabiskobidoon gete-zhiibiigishkaawayaanish. Owii'-aabajitoon miskogaadeyaab.,She's unraveling an old sweater. She wants to use the yarn.
mindimooyenh,Gego babaamenimaaken awe mindimooyenh. Megwaa bagwa'aaso.,Don't bother that old lady. She's busy mending.
mindimooyenh,Gichi-zaasaakwe awe mindimooyenh epiichi-jiikimigod iniw dewe'iganan miinawaa negamonid.,The old lady gave a loud war whoop she was so happy to hear the drum and the singers.
mindimooyenh,Maamawi'idiwag igiweg mindimooyenyag waa-shaabowewaad.,The old women who are going to sing the accompaniment are assembling.
mindimooyenh,Gii-paapichigaazo niitaawis gii-shaagooji'igod iniw omindimooyenyiman.,They laughed at my cousin when his old lady over-powered him.
akiwenzii,Awashishkode namadabi a'aw akiwenzii. Onzaam gizhideni besho namadabid.,"The old man sits far away from the fire. If he sits close, it's too hot for him."
akiwenzii,Akiwenziiyag ataadiwag.,The old men are playing cards.
akiwenzii,Akiwenziiying izhinaagozi.,He looks like an old man.
akiwenzii,Ogii-wiikomaan ji-bi-gaagiigidonid iniwen akiwenziiyan.,He invited that old man to come and speak.
mindimooyenh,Gego babaamenimaaken awe mindimooyenh. Megwaa bagwa'aaso.,Don't bother that old lady. She's busy mending.
mindimooyenh,Gichi-zaasaakwe awe mindimooyenh epiichi-jiikimigod iniw dewe'iganan miinawaa negamonid.,The old lady gave a loud war whoop she was so happy to hear the drum and the singers.
mindimooyenh,Maamawi'idiwag igiweg mindimooyenyag waa-shaabowewaad.,The old women who are going to sing the accompaniment are assembling.
mindimooyenh,Gii-paapichigaazo niitaawis gii-shaagooji'igod iniw omindimooyenyiman.,They laughed at my cousin when his old lady over-powered him.
gete,Ogotaan ji-aazhawishkang iwe gete-aazhoganish.,He's afraid to cross that old bridge.
gete,Ogii-mikomaan iniw ogete-wiiwan.,He talked about his ex-wife.
gete,Gete-anishinaabeg wiidoopandiwag.,The elders are eating together.
gete,Odaabiskobidoon gete-zhiibiigishkaawayaanish. Owii'-aabajitoon miskogaadeyaab.,She's unraveling an old sweater. She wants to use the yarn.
aabiding,Aabiding iidog gii-pabimose 'aw mindimooyenh imaa miikanaang.,Once upon a time there was an old lady walking along on the road.
aabiding,Aabiding ningii'-ozhitamawaaban bashkweginwe-biinzikawaagan apishi-ogimaa.,Once time I made a hide jacket for the governor-general.
aabiding,Aabiding eta go.,Just once.
aabiding,Aabiding eta go gii-pi-dagoshin nisayenh.,My brother only came one time.
aabiding,Aabiding iidog gii-pabimose 'aw mindimooyenh imaa miikanaang.,Once upon a time there was an old lady walking along on the road.
aabiding,Aabiding ningii'-ozhitamawaaban bashkweginwe-biinzikawaagan apishi-ogimaa.,Once time I made a hide jacket for the governor-general.
aabiding,Aabiding eta go.,Just once.
aabiding,Aabiding eta go gii-pi-dagoshin nisayenh.,My brother only came one time.
zhigaagawanzh,Zaasagokwaanagwaa opiniing nindagozwaag zhigaagawanzhiig.,"When I fry potatoes, I add onions."
eta,Bezhig eta ogii-ni-maajiinaan ini akikoon awe naadaabowed.,The person going after water only took one pail.
eta,Ajina eta ingii-tazhitaamin gii-wiisiniyaang.,It took just a little while for us to eat.
eta,Aanind eta go.,Just some.
eta,Bebangii eta go.,Only a little.
eta,Gitigaanensan eta go gii-inadaawaage.,He sold only vegetables.
maazhibide,Ganabaj aanind biskanechigaansag jaagizowag wenji-maazhibideg 'iw odaabaan.,I think some of the spark plugs are burning out and that's why the car doesn't run right.
anoozh,Gaawiin ganage indaa-anoonaasii awe goopadizid.,No way can I get that nerd to do this for me.
anoozh,Gibi-anoonin ji-odaabii'iwetamawiyan.,I'm coming to hire you to drive for me.
anoozh,Gidanoonigoo ji-o-wiindaman i'iw oshki-aazhogan.,You have been hired to go name the new bridge.
anoozh,Mii imaa bimiwidaasod awe gaa-anoonind ji-naadid ini aabajichiganan.,The one who was hired to go pick up the material is hauling it by now.
anoozh,Gii-pi-anoonaa ji-o-ganawendaawasod awe niwiijiiwaagan.,They came and hired my partner to go babysit.
anoozh,Nindanoonig ji-ozhibii'igetamawag wii-kagwe-anokiid ji-mooshkinebii'amawag mazina'igan.,She's asking me to write for her and fill out the application for the job she's after.
ondaadad,Ondaas igo ondaadad i'iw od... odaabaan gaa-adaaweyaan.,The car I bought is fairly new.
ondaadad,Midaaso-biboon gii-ondaadad indoodaabaanish.,My old car comes from about ten years ago.
nigig,Babaamaadagaa 'a nigig.,The otter is swimming around.
nigigwayaan,Aaboojiigin gii-paaswad nigigwayaan.,Turn an otter hide fur-side out after you dry it.
giinitamawind,Giinitamawind ina giga-o-bawa'aamin manoomin.,Is it our turn to go knock rice?
giinitamawind,Giinitamawind gidigoomin ji-gaagiigidoyang.,They're telling us it's our turn to talk.
akikoons,Gaawiin bimibizosii ndakikoonsim.,My motor isn't running.
akikoons,Giwii-adaawange ina akikoons.,Do you want to borrow a motor.
akikoons,Wiineta owenipazhi'aan maajiibizoni'aad ini akikoonsan.,He's the only one who knows how to start the outboard motor.
agwajiing,Aaniin ezhiwebak agwajiing?,What's it like outside?
agwajiing,Gisinaamagad agwajiing. Wiiwindibepizon.,It's cold outside. Wear a scarf.
agwajiing,Endaso-gigizheb agwajiing ninando-biindaakoojige.,I go outside and offer tobacco every morning.
agwajiing,"Agwajiing ningii-izhaa, gaa-izhi-giikajizidewajiyaan, gaa-izhi-biindigeyaan gii-kiizikamaan nimakizinan.","I went outside, and my feet got cold, so I went inside and took off my shoes."
zaaga-amoowigamig,Wiinjiigimaagwad zaaga'amoowigamig.,The outhouse smells shitty.
agwajiing,Aaniin ezhiwebak agwajiing?,What's it like outside?
agwajiing,Gisinaamagad agwajiing. Wiiwindibepizon.,It's cold outside. Wear a scarf.
agwajiing,Endaso-gigizheb agwajiing ninando-biindaakoojige.,I go outside and offer tobacco every morning.
agwajiing,"Agwajiing ningii-izhaa, gaa-izhi-giikajizidewajiyaan, gaa-izhi-biindigeyaan gii-kiizikamaan nimakizinan.","I went outside, and my feet got cold, so I went inside and took off my shoes."
zhaagoodenim,Gidaa-gichi-jiikenimin zhaagoodenimad a'awe zhooniyaawinini.,I would really be impressed by you if you mentally overpowered a banker.
zhaagoodenim,Gidaa-gichi-jiikenimin zhaagoodenimad a'awe zhooniyaawinini.,I would really be impressed by you if you mentally overpowered a banker.
awi,Aazhawaya'ii iwidi awi-atoon 'i apabiwin.,Go put the chair on the other side.
awi,Endaso-anama'e-giizhigak ko nindawi-wiisinimin iwidi Famous Dave's.,Every week we go eat at Famous Dave's.
awi,Giinitamawaa awi-maniseg.,It's your turn to go cut wood.
awi,Zhebaa ningii-awi-waabamaa ozhibii'igewikwe. Niwii'-wiiji'ig gaa-gii-kagwedweyaan.,This morning I went to see the office worker. She is going to help me with my request.
i-iwidi,Gii-paashkinese i'iw akakanzhe i'iwidi gii-izhi-ziigwebinamaan.,A sudden whiff of ash dust arose when I spilled it over there
i-iwidi,I'Iwidi ogidigamig gidaa-awi-nibaa.,You can go sleep upstairs.
i-iwidi,I'iwidi agaami-zaaga'igan wii-tazhi-niimiidim onaagoshig.,There's going to be a pow-wow over across the lake this evening.
zhaagooji,Gii-paapichigaazo niitaawis gii-shaagooji'igod iniw omindimooyenyiman.,They laughed at my cousin when his old lady over-powered him.
gabe-dibik,Gabe-dibik gii-ondendiwag igiw gaa-waaswaawaad.,The torchers were gone all night.
gabe-dibik,Gii-paakaakosin i'iw waasechigan gabe-dibik. Gii-piindigese a'aw obikwaanaajiinh.,The window was left open all night and the bat flew in.
gabe-dibik,Gii-opaataagozi; gabe-dibik gii-nagamod.,He kept him awake by singing all night.
gabe-dibik,Gii-kizhide dibikong. Mii go gabe-dibik gii-michishinaan.,It was hot last night night. I lay there without covers all night.
gabe-dibik,Migiwag animoshag gabe-dibik.,Dogs barked all night.
gabe-dibik,Mooshkinatoon gizhaabikizigan gabe-dibik ji-biskaneg.,Fill the stove so the fire will go all night.
gabe-dibik,Gabe-dibik ogii-takagonjidoon odoodooshaaboom.,She cooled off her jug of milk in the water overnight.
agaamakiing,Agaamakiing gii-izhinizha'waa ingos ji-o-miigaazod.,They sent my son overseas to go fight.
agaamakiing,Biboonong gii-izhaawag nindaanis agaamakiing.,Last winter my daughter and her husband went across the ocean.
agaamakiing,Agaamakiing iwidi dazhi-gichi-miigaadim.,There's a war across the ocean.
agaamakiing,Hugo agaamakiing ondaadizi.,Hugo hails from Europe.
adim,Gaawiin igo aapiji inzaazaabiisii. Mii zhigwa adimigooyaan awe gikaawin.,I'm not as spry as I used to be. Old age is catching up to me.
adim,Niigaan ani-maajaan. Booch giga-adimigoo.,Just go ahead. We'll catch up to you anyway.
adim,Ningii'-adimaa gaa-mikinaaked.,I caught up to the trail-breaker.
gawanokii,Gichi-anokiid naa a'aw inini gegaa gii-kawanokii.,That man worked so hard he almost died from working.
mazina-amaw,Mii omaa wendinigeyaan apane. Apane go nimazina'amowaa wa'awe.,This is where I always get my stuff. I always get credit from him.
mazina-amaw,Owi-gagwejim  a'awe adaawewinini ji-mazina'amowang ge-miijiying noongom onagoshig.,Go ask the storekeeper if we can charge up food for this evening's meal.
mazina-amaw,Gaa maawiin da-inendanzii ji-mazina'amawag zhooniyaan.,She probably won't let me borrow the money.
mazina-amaw,Ingii-tebaabamaa biida'adood gaa-mazina'amawid zhooniyaan gaa'-izhi-gaajibani'od.,"I saw the guy that owes me money coming this way, but he quickly hid behind something."
mazina-amaw,Onzaam gabaya'ii ogii-mazina'amaagoon gaa-onji-naadazina'iged.,The bill was way overdue and that's why he went after his debt.
gookooko-oo,Gegaa ogii-tebibinigoon iniwen gookooko'oon awe ningaazhagensim.,An owl almost caught my cat.
gookooko-oo,Wenda-aabidwewidam a'awe gookooko'oowish.,That old owl is continually hooting.
gookooko-oo,Agaamaakwaa debwewidam gookooko'oo.,An owl can be heard from in the woods across the ridge.
ayaan,Gidayaan ina moozhwaagan.,Have you got a pair of scissors?
bimiwanaan,Agaawaa ogashkiwidoon i'iw obimiwanaan a'aw gwiiwizens.,The boy can barely carry his pack.
bimiwanaan,Indaga maajiidoon i'iw gibimiwanaan. Ingoji iwidi izhiwidoon.,Take your backpack away. Take it someplace else.
abwi,Agaaming iwidi ningii'-onjikadaan bezhig nindabwi.,I left one of my paddles across the lake.
abwi,Gagaanwaakwadoon abwiin.,Paddles are long.
abwi,"Giishpin agaasaakwak gidabwi, giga-bookobidoon nita'aman.","If your paddle is small, you'll break it going against the current."
akik,Indaabaji'aa akik naadoobiiyaan.,I use  a pail when I haul sap.
akik,Jiigishkode nindagoonaa a'aw akik ozhitooyaan naboob.,I hang the kettle close to the fire when I make soup.
akik,Madwe'ige 'aw akik indoodaabaaning. Mii i'iw ganabaj ji-zhaabonikesed.,The engine is knocking on my car and I think it's going to throw a rod.
akik,Gakina ogii'-ombwewebinaa' nindakikoo' gii-naganag 'a gwiiwizenzhish.,"When I left that naughty little boy alone, he threw all my pots and pans in disorder."
miskwaadesi,Gii-ziigwang agwaataawag miskwaadesiwag gii-ando-owaawanowaad.,In the spring the mud turtles come ashore to lay their eggs.
miskwaadesi,Miskwaadesi zaagikwegomo naawi-ziibi.,A mud turtle sticks its head out in the middle of the river.
nibewayaan,Biitawaya'ii ingwana gii-agoode iwe ninibewayaan gaa-kwiinawaabandamaan.,It turned out that my pajamas that I was looking for for were hanging in between other items.
waabishkiiwe,Mii iniw en... enokiitawaad waabishkiiwenid gaa-oshki-bagamised.,He's working for that whiteman who just arrived.
waabishkiiwe,Wenipanendaagod inendam awe waabishkiiwed niimikaageng imaa niimi'iding.,The whiteman thinks it's easy to dance at a powwow.
